PMF_Time_Start_UTC	PMF_Time_Stop_UTC	HOA	COA	BBOA	OOA1	OOA2
20/01/2021 6:30	20/01/2021 6:35	1.723459491	0.560938125	3.779944566	1.561089796	2.988257565
20/01/2021 6:35	20/01/2021 6:40	1.762488096	0.393060837	3.932174521	1.839446171	2.919979466
20/01/2021 6:40	20/01/2021 6:44	1.937668946	0.437711385	3.929374837	1.468858253	3.202288181
20/01/2021 6:44	20/01/2021 6:49	1.934415359	0.547009723	3.952891502	1.631431393	3.076526633
20/01/2021 6:49	20/01/2021 6:54	2.125893929	0.550114961	4.114740677	1.418918242	3.243771506
20/01/2021 6:54	20/01/2021 6:58	1.948545129	0.586313451	4.129548757	1.15857258	3.35575363
20/01/2021 6:58	20/01/2021 7:03	1.994625016	0.452441902	4.230108695	1.412991804	3.162571678
20/01/2021 7:03	20/01/2021 7:08	2.02908763	0.39042601	4.175927762	1.605946291	3.219688627
20/01/2021 7:08	20/01/2021 7:12	2.038577574	0.502474094	4.291571574	1.098972083	3.599197825
20/01/2021 7:12	20/01/2021 7:17	2.122246901	0.436344532	4.285945597	1.500243799	3.319309986
20/01/2021 7:17	20/01/2021 7:22	2.091882428	0.609458814	4.588874187	1.402968135	3.345191685
20/01/2021 7:22	20/01/2021 7:26	1.96154553	0.637421397	4.504855386	1.148092672	3.308289648
20/01/2021 7:26	20/01/2021 7:31	1.797106749	0.451204255	4.480407585	1.346485877	3.205265778
20/01/2021 7:31	20/01/2021 7:36	1.957085919	0.381118871	4.505265217	1.39925716	3.260046353
20/01/2021 7:36	20/01/2021 7:40	1.949063669	0.395227161	4.683969773	1.269312776	3.346946395
20/01/2021 7:40	20/01/2021 7:45	1.983873498	0.479718035	4.738821288	1.665592629	2.965840823
20/01/2021 7:45	20/01/2021 7:50	1.957682748	0.423083705	5.076052723	1.311556018	3.5331717
20/01/2021 7:50	20/01/2021 7:54	2.979974288	0.635491092	7.164784833	0	7.591071009
20/01/2021 7:54	20/01/2021 8:00	3.10459569	0.673654522	6.826693486	0	8.611731481
20/01/2021 8:00	20/01/2021 8:06	3.03555514	0.628621588	7.317328995	0.120518355	8.207211766
20/01/2021 8:06	20/01/2021 8:11	2.675376479	0.642714541	7.998452791	0.207897646	8.463455744
20/01/2021 8:11	20/01/2021 8:15	2.533797575	0.473510942	7.651886903	0.314278867	8.328036782
20/01/2021 8:15	20/01/2021 8:20	2.48520552	0.519228265	7.195931424	0.307076684	8.612209024
20/01/2021 8:20	20/01/2021 8:25	2.417320748	0.465512325	6.383239434	1.187771831	7.729582297
20/01/2021 8:25	20/01/2021 8:29	2.276030548	0.54861942	6.20153282	1.968449904	7.933576187
20/01/2021 8:29	20/01/2021 8:34	2.615477912	0.460339287	7.938237774	1.31664206	8.891004754
